Exchange,Symbol,Name,Sector,Industry,Headquarters,Latitude,Longitude
TSE,9432,NIPPON TELEGRAPH AND TELEPHONE COR,Telecommunication Services,,"Ōtemachi, Chiyoda, Tokyo, Japan",35.6858986,139.7684556
TSE,9433,KDDI CORP,Telecommunication Services,,"Chiyoda, Tokyo, Tokyo, Japan",35.6940027,139.7535951
TSE,2914,JAPAN TOBACCO INC,Consumer Staples,,"Toranomon, Minato, Tokyo, Japan",35.6620979,139.743697
TSE,9984,SOFTBANK GROUP CORP,Telecommunication Services,,"Minato, Tokyo, Japan",35.6580681,139.7515992
TSE,9437,NTT DOCOMO INC,Telecommunication Services,,"Chiyoda, Tokyo, Tokyo, Japan",35.6940027,139.7535951
TSE,4503,ASTELLAS PHARMA INC,Health Care,,"Chūō, Tokyo, Japan",35.6706505,139.7718614
TSE,7267,HONDA MOTOR LTD,Consumer Discretionary,,"Minato-ku, Tokyo",35.6580681,139.7515992
TSE,4502,TAKEDA PHARMACEUTICAL LTD,Health Care,,"Doshomachi, Osaka, Japan",34.6884966,135.4984517
TSE,6954,FANUC CORP,Industrials,,"Oshino, Yamanashi Prefecture, Japan",35.460098,138.8478614
TSE,3382,SEVEN & I HOLDINGS LTD,Consumer Staples,,"Chiyoda, Tokyo, Japan",35.6940027,139.7535951
TSE,9020,EAST JAPAN RAILWAY,Industrials,,"Shibuya, Tokyo, Japan",35.6617773,139.7040506
TSE,7203,TOYOTA MOTOR CORP,Consumer Discretionary,,"Toyota, Aichi, Japan",35.0823947,137.1562491
TSE,9022,CENTRAL JAPAN RAILWAY,Industrials,,"Nagoya, Aichi Prefecture, Japan",35.1814464,136.906398
TSE,6861,KEYENCE CORP,Information Technology,,"Osaka, Japan",34.6937378,135.5021651
TSE,8316,SUMITOMO MITSUI FINANCIAL GROUP IN,Financials,,"Chiyoda, Tokyo, Japan",35.6940027,139.7535951
TSE,8411,MIZUHO FINANCIAL GROUP INC,Financials,,"Chiyoda, Tokyo, Tokyo, Japan",35.6940027,139.7535951
TSE,4452,KAO CORP,Consumer Staples,,"Chūō, Tokyo, Japan",35.6706505,139.7718614
