Exchange,Symbol,Name,Sector,Industry,Headquarters,Latitude,Longitude
,LYB,LyondellBasell,Materials,Diversified Chemicals,"Rotterdam, Netherlands",51.9244201,4.4777325
,MTB,M&T Bank Corp.,Financials,Banks,"Buffalo, New York",42.88644679999999,-78.8783689
,MAC,Macerich,Financials,Retail REITs,"Santa Monica, California",34.0194543,-118.4911912
,M,Macy's Inc.,Consumer Discretionary,Department Stores,"Cincinnati, Ohio",39.1031182,-84.5120196
,MNK,Mallinckrodt Plc,Health Care,Pharmaceuticals,"Dublin, Ireland",53.3498053,-6.2603097
,MRO,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,"Houston, Texas",29.7604267,-95.3698028
,MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing & Transportation,"Findlay, Ohio",41.04422,-83.6499321
,MAR,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Bethesda, Maryland",38.984652,-77.0947092
,MMC,Marsh & McLennan,Financials,Insurance Brokers,"New York, New York",40.7127837,-74.0059413
,MLM,Martin Marietta Materials,Materials,Construction Materials,"Raleigh, North Carolina",35.7795897,-78.6381787
,MAS,Masco Corp.,Industrials,Building Products,"Taylor, Michigan",42.240872,-83.2696509
,MA,Mastercard Inc.,Information Technology,Internet Software & Services,"Harrison, New York",40.9700171,-73.7176337
,MAT,Mattel Inc.,Consumer Discretionary,Leisure Products,"El Segundo, California",33.9191799,-118.4164652
,MKC,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,"Sparks, Maryland",39.5309389,-76.6458043
,MCD,McDonald's Corp.,Consumer Discretionary,Restaurants,"Oak Brook, Illinois",41.8397865,-87.95355339999999
,MCK,McKesson Corp.,Health Care,Health Care Distributors & Services,"San Francisco, California",37.7749295,-122.4194155
,MJN,Mead Johnson,Consumer Staples,Packaged Foods & Meats,"Glenview, Illinois",42.0697509,-87.7878408
,MDT,Medtronic plc,Health Care,Health Care Equipment & Services,"Dublin, Ireland",53.3498053,-6.2603097
,MRK,Merck & Co.,Health Care,Pharmaceuticals,"Whitehouse Station, New Jersey",40.6155663,-74.7702576
,MET,MetLife Inc.,Financials,Life & Health Insurance,"New York, New York",40.7127837,-74.0059413
,KORS,Michael Kors Holdings,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",40.7127837,-74.0059413
,MCHP,Microchip Technology,Information Technology,Semiconductors,"Chandler, Arizona",33.3061605,-111.8412502
,MU,Micron Technology,Information Technology,Semiconductors,"Boise, Idaho",43.6187102,-116.2146068
,MSFT,Microsoft Corp.,Information Technology,Systems Software,"Redmond, Washington",47.6739881,-122.121512
,MHK,Mohawk Industries,Consumer Discretionary,Home Furnishings,"Amsterdam, New York",42.9377453,-74.190356
,TAP,Molson Coors Brewing Company,Consumer Staples,Brewers,"Denver, Colorado",39.7392358,-104.990251
,MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,"Northfield, Illinois",42.09975,-87.7808967
,MON,Monsanto Co.,Materials,Fertilizers & Agricultural Chemicals,"Creve Coeur, Missouri",38.6608855,-90.42261800000001
,MNST,Monster Beverage,Consumer Staples,Soft Drinks,"Corona, California",33.8752935,-117.5664384
,MCO,Moody's Corp,Financials,Diversified Financial Services,"New York, New York",40.7127837,-74.0059413
,MS,Morgan Stanley,Financials,Investment Banking & Brokerage,"New York, New York",40.7127837,-74.0059413
,MSI,Motorola Solutions Inc.,Information Technology,Telecommunications Equipment,"Schaumburg, Illinois",42.0333607,-88.0834059
,MUR,Murphy Oil,Energy,Integrated Oil & Gas,"El Dorado, Arkansas",33.20763,-92.6662674
,MYL,Mylan N.V.,Health Care,Pharmaceuticals,"Amsterdam, Netherlands",52.3702157,4.895167900000001
,NDAQ,NASDAQ OMX Group,Financials,Diversified Financial Services,"New York, New York",40.7127837,-74.0059413
,NOV,National Oilwell Varco Inc.,Energy,Oil & Gas Equipment & Services,"Houston, Texas",29.7604267,-95.3698028
,NAVI,Navient,Financials,Consumer Finance,"Newark, Delaware",39.6837226,-75.74965720000002
,NTAP,NetApp,Information Technology,Internet Software & Services,"Sunnyvale, California",37.36883,-122.0363496
,NFLX,Netflix Inc.,Information Technology,Internet Software & Services,"Los Gatos, California",37.2358078,-121.9623751
,NWL,Newell Rubbermaid Co.,Consumer Discretionary,Housewares & Specialties,"Sandy Springs, Georgia",33.9304352,-84.3733147
,NFX,Newfield Exploration Co,Energy,Oil & Gas Exploration & Production,"Houston, Texas",29.7604267,-95.3698028
,NEM,Newmont Mining Corp. (Hldg. Co.),Materials,Gold,"Denver, Colorado",39.7392358,-104.990251
,NWSA,News Corp. Class A,Consumer Discretionary,Publishing,"New York, New York",40.7127837,-74.0059413
,NWS,News Corp. Class B,Consumer Discretionary,Publishing,"New York, New York",40.7127837,-74.0059413
,NEE,NextEra Energy,Utilities,MultiUtilities,"Juno Beach, Florida",26.8797819,-80.0533743
,NLSN,Nielsen Holdings,Industrials,Research & Consulting Services,"New York, New York",40.7127837,-74.0059413
,NKE,Nike,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Washington County, Oregon",45.5469616,-123.1386021
,NI,NiSource Inc.,Utilities,MultiUtilities,"Merrillville, Indiana",41.4828144,-87.33281389999999
,NBL,Noble Energy Inc,Energy,Oil & Gas Exploration & Production,"Houston, Texas",29.7604267,-95.3698028
,JWN,Nordstrom,Consumer Discretionary,Department Stores,"Seattle, Washington",47.6062095,-122.3320708
,NSC,Norfolk Southern Corp.,Industrials,Railroads,"Norfolk, Virginia",36.8507689,-76.28587259999999
,NTRS,Northern Trust Corp.,Financials,Asset Management & Custody Banks,"Chicago, Illinois",41.8781136,-87.6297982
,NOC,Northrop Grumman Corp.,Industrials,Aerospace & Defense,"West Falls Church, Virginia",38.8645565,-77.1877587
,NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,"Princeton, New Jersey",40.3572976,-74.6672226
,NUE,Nucor Corp.,Materials,Steel,"Charlotte, North Carolina",35.2270869,-80.8431267
,NVDA,Nvidia Corporation,Information Technology,Semiconductors,"Santa Clara, California",37.3541079,-121.9552356
,ORLY,O'Reilly Automotive,Consumer Discretionary,Specialty Stores,"Springfield, Missouri",37.2089572,-93.29229889999999
,OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,"Los Angeles, California",34.0522342,-118.2436849
,OMC,Omnicom Group,Consumer Discretionary,Advertising,"New York, New York",40.7127837,-74.0059413
,OKE,ONEOK,Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma",36.1539816,-95.99277500000001
,ORCL,Oracle Corp.,Information Technology,Application Software,"Redwood Shores, California",37.5364134,-122.2455364
,OI,Owens-Illinois Inc,Materials,Metal & Glass Containers,"Perrysburg, Ohio",41.556996,-83.627157
,PCAR,PACCAR Inc.,Industrials,Construction & Farm Machinery & Heavy Trucks,"Bellevue, Washington",47.610377,-122.2006786
,PH,Parker-Hannifin,Industrials,Industrial Conglomerates,"Cleveland, Ohio",41.49932,-81.6943605
,PDCO,Patterson Companies,Health Care,Health Care Supplies,"St. Paul, Minnesota",44.9537029,-93.0899578
,PAYX,Paychex Inc.,Information Technology,Internet Software & Services,"Penfield, New York",43.1303407,-77.475551
,PYPL,PayPal,Information Technology,Data Processing & Outsourced Services,"San Jose, California",37.3382082,-121.8863286
,PNR,Pentair Ltd.,Industrials,Industrial Conglomerates,"Worsley, UK",53.50754,-2.391199
,PBCT,People's United Financial,Financials,Thrifts & Mortgage Finance,"Bridgeport, Connecticut",41.1865478,-73.19517669999999
,PEP,PepsiCo Inc.,Consumer Staples,Soft Drinks,"Purchase, New York",41.04093049999999,-73.71457459999999
,PKI,PerkinElmer,Health Care,Health Care Equipment & Services,"Waltham, Massachusetts",42.3764852,-71.2356113
,PRGO,Perrigo,Health Care,Pharmaceuticals,"Dublin, Ireland",53.3498053,-6.2603097
,PFE,Pfizer Inc.,Health Care,Pharmaceuticals,"New York, New York",40.7127837,-74.0059413
,PCG,PG&E Corp.,Utilities,MultiUtilities,"San Francisco, California",37.7749295,-122.4194155
,PM,Philip Morris International,Consumer Staples,Tobacco,"New York, New York",40.7127837,-74.0059413
,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",29.7604267,-95.3698028
,PNW,Pinnacle West Capital,Utilities,MultiUtilities,"Phoenix, Arizona",33.4483771,-112.0740373
,PXD,Pioneer Natural Resources,Energy,Oil & Gas Exploration & Production,"Irving, Texas",32.8140177,-96.9488945
,PBI,Pitney-Bowes,Industrials,Office Services & Supplies,"Stamford, Connecticut",41.0534302,-73.5387341
,PNC,PNC Financial Services,Financials,Banks,"Pittsburgh, Pennsylvania",40.44062479999999,-79.9958864
,RL,Polo Ralph Lauren Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",40.7127837,-74.0059413
,PPG,PPG Industries,Materials,Diversified Chemicals,"Pittsburgh, Pennsylvania",40.44062479999999,-79.9958864
,PPL,PPL Corp.,Utilities,Electric Utilities,"Allentown, Pennsylvania",40.6084305,-75.4901833
,PX,Praxair Inc.,Materials,Industrial Gases,"Danbury, Connecticut",41.394817,-73.4540111
,PCLN,Priceline.com Inc,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Norwalk, Connecticut",41.11774399999999,-73.4081575
,PFG,Principal Financial Group,Financials,Diversified Financial Services,"Des Moines, Iowa",41.6005448,-93.6091064
,PG,Procter & Gamble,Consumer Staples,Personal Products,"Cincinnati, Ohio",39.1031182,-84.5120196
,PGR,Progressive Corp.,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio",41.5519952,-81.4392828
,PLD,Prologis,Financials,Diversified Financial Services,"San Francisco, California",37.7749295,-122.4194155
,PRU,Prudential Financial,Financials,Diversified Financial Services,"Newark, New Jersey",40.735657,-74.1723667
,PEG,Public Serv. Enterprise Inc.,Utilities,Electric Utilities,"Newark, New Jersey",40.735657,-74.1723667
,PSA,Public Storage,Financials,REITs,"Glendale, California",34.1425078,-118.255075
,PHM,Pulte Homes Inc.,Consumer Discretionary,Homebuilding,"Atlanta, Georgia",33.7489954,-84.3879824
,PVH,PVH Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",40.7127837,-74.0059413
,QRVO,Qorvo,Information Technology,Semiconductors,"Hillsboro, Oregon",45.5228939,-122.989827
,QCOM,QUALCOMM Inc.,Information Technology,Semiconductors,"San Diego, California",32.715738,-117.1610838
,PWR,Quanta Services Inc.,Industrials,Industrial Conglomerates,"Houston, Texas",29.7604267,-95.3698028
,DGX,Quest Diagnostics,Health Care,Health Care Facilities,"Madison, New Jersey",40.7598227,-74.417097
,RRC,Range Resources Corp.,Energy,Oil & Gas Exploration & Production,"Fort Worth, Texas",32.7554883,-97.3307658
,RTN,Raytheon Co.,Industrials,Aerospace & Defense,"Waltham, Massachusetts",42.3764852,-71.2356113
,O,Realty Income Corporation,Financials,REITs,"San Diego, California",32.715738,-117.1610838
,RHT,Red Hat Inc.,Information Technology,Systems Software,"Raleigh, North Carolina",35.7795897,-78.6381787
,REGN,Regeneron,Health Care,Biotechnology,"Tarrytown, New York",41.0762077,-73.85874609999999
,RF,Regions Financial Corp.,Financials,Diversified Financial Services,"Birmingham, Alabama",33.5206608,-86.80248999999999
,RSG,Republic Services Inc,Industrials,Industrial Conglomerates,"Phoenix, Arizona",33.4483771,-112.0740373
,RAI,Reynolds American Inc.,Consumer Staples,Tobacco,"Winston-Salem, North Carolina",36.09985959999999,-80.244216
,RHI,Robert Half International,Industrials,Human Resource & Employment Services,"Menlo Park, California",37.4529598,-122.1817252
,ROK,Rockwell Automation Inc.,Industrials,Industrial Conglomerates,"Milwaukee, Wisconsin",43.0389025,-87.9064736
,COL,Rockwell Collins,Industrials,Industrial Conglomerates,"Cedar Rapids, Iowa",41.9778795,-91.6656232
,ROP,Roper Industries,Industrials,Industrial Conglomerates,"Sarasota, Florida",27.3364347,-82.53065269999999
,ROST,Ross Stores,Consumer Discretionary,Apparel Retail,"Pleasanton, California",37.6624312,-121.8746789
,RCL,Royal Caribbean Cruises Ltd,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida",25.7616798,-80.1917902
,R,Ryder System,Industrials,Industrial Conglomerates,"Miami, Florida",25.7616798,-80.1917902
,SPGI,"S&P Global, Inc.",Financials,Diversified Financial Services,"New York, New York",40.7127837,-74.0059413
,CRM,Salesforce.com,Information Technology,Internet Software & Services,"San Francisco, California",37.7749295,-122.4194155
,SCG,SCANA Corp,Utilities,MultiUtilities,"Cayce, South Carolina",33.96570910000001,-81.0739827
,SLB,Schlumberger Ltd.,Energy,Oil & Gas Equipment & Services,"Curaçao, Kingdom of the Netherlands",12.1015919,-68.8935078
,SNI,Scripps Networks Interactive Inc.,Consumer Discretionary,Broadcasting & Cable TV,"Cincinnati, Ohio",39.1031182,-84.5120196
,STX,Seagate Technology,Information Technology,Computer Storage & Peripherals,"Dublin, Ireland",53.3498053,-6.2603097
,SEE,Sealed Air Corp.(New),Materials,Paper Packaging,"Elmwood Park, New Jersey",40.9039878,-74.118476
,SRE,Sempra Energy,Utilities,MultiUtilities,"San Diego, California",32.715738,-117.1610838
,SHW,Sherwin-Williams,Materials,Specialty Chemicals,"Cleveland, Ohio",41.49932,-81.6943605
,SIG,Signet Jewelers,Consumer Discretionary,Specialty Stores,"Hamilton, Bermuda",32.294816,-64.781375
,SPG,Simon Property Group Inc,Financials,REITs,"Indianapolis, Indiana",39.768403,-86.158068
,SWKS,Skyworks Solutions,Information Technology,Semiconductors,"Woburn, Massachusetts",42.4792618,-71.1522765
,SLG,SL Green Realty,Financials,Office REITs,"New York, New York",40.7127837,-74.0059413
,SJM,Smucker (J.M.),Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio",40.8436663,-81.7640212
,SNA,Snap-On Inc.,Consumer Discretionary,Household Appliances,"Kenosha, Wisconsin",42.5847425,-87.82118539999999
,SO,Southern Co.,Utilities,Electric Utilities,"Atlanta, Georgia",33.7489954,-84.3879824
,LUV,Southwest Airlines,Industrials,Airlines,"Dallas, Texas",32.7766642,-96.79698789999999
,SWN,Southwestern Energy,Energy,Oil & Gas Exploration & Production,"Houston, Texas[6]",29.8228216,-95.64563330000001
,SE,Spectra Energy Corp.,Energy,Oil & Gas Refining & Marketing & Transportation,"Houston, Texas",29.7604267,-95.3698028
,STJ,St Jude Medical,Health Care,Health Care Equipment & Services,"Little Canada, Minnesota",45.02691009999999,-93.0877196
,SWK,Stanley Black & Decker,Consumer Discretionary,Household Appliances,"New Britain, Connecticut",41.6612104,-72.7795419
,SPLS,Staples Inc.,Consumer Discretionary,Specialty Stores,"Framingham, Massachusetts",42.279286,-71.4161565
,SBUX,Starbucks Corp.,Consumer Discretionary,Restaurants,"Seattle, Washington",47.6062095,-122.3320708
,HOT,Starwood Hotels & Resorts,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","White Plains, New York",41.03398620000001,-73.7629097
,STT,State Street Corp.,Financials,Diversified Financial Services,"Boston, Massachusetts",42.3600825,-71.0588801
,SRCL,Stericycle Inc,Industrials,Industrial Conglomerates,"Lake Forest, Illinois",42.2586342,-87.840625
,SYK,Stryker Corp.,Health Care,Health Care Equipment & Services,"Kalamazoo, Michigan",42.2917069,-85.5872286
,STI,SunTrust Banks,Financials,Banks,"Atlanta, Georgia",33.7489954,-84.3879824
,SYMC,Symantec Corp.,Information Technology,Application Software,"Mountain View, California",37.3860517,-122.0838511
,SYF,Synchrony Financial,Financials,Consumer Finance,"Stamford, Connecticut",41.0534302,-73.5387341
,SYY,Sysco Corp.,Consumer Staples,Food Distributors,"Houston, Texas",29.7604267,-95.3698028
,TROW,T. Rowe Price Group,Financials,Diversified Financial Services,"Baltimore, Maryland",39.2903848,-76.6121893
,TGT,Target Corp.,Consumer Discretionary,General Merchandise Stores,"Minneapolis, Minnesota",44.977753,-93.2650108
,TEL,TE Connectivity Ltd.,Information Technology,Electronic Equipment & Instruments,"Schaffhausen, Switzerland",47.6958897,8.6380488
,TGNA,Tegna,Consumer Discretionary,Publishing,"McLean, Virginia",38.9338676,-77.1772604
,TDC,Teradata Corp.,Information Technology,Application Software,"Miamisburg, Ohio",39.6428362,-84.2866083
,TSO,Tesoro Petroleum Co.,Energy,Oil & Gas Refining & Marketing & Transportation,"San Antonio, Texas",29.4241219,-98.49362819999999
,TXN,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",32.7766642,-96.79698789999999
,TXT,Textron Inc.,Industrials,Industrial Conglomerates,"Providence, Rhode Island",41.8239891,-71.4128343
,BK,The Bank of New York Mellon Corp.,Financials,Banks,"New York, New York",40.7127837,-74.0059413
,CLX,The Clorox Company,Consumer Staples,Household Products,"Oakland, California",37.8043637,-122.2711137
,KO,The Coca Cola Company,Consumer Staples,Soft Drinks,"Atlanta, Georgia",33.7489954,-84.3879824
,HSY,The Hershey Company,Consumer Staples,Packaged Foods & Meats,"Hershey, Pennsylvania",40.2859239,-76.65024679999999
,MOS,The Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,"Plymouth, Minnesota",45.0105194,-93.4555093
,TRV,The Travelers Companies Inc.,Financials,Property & Casualty Insurance,"New York, New York",40.7127837,-74.0059413
,DIS,The Walt Disney Company,Consumer Discretionary,Broadcasting & Cable TV,"Burbank, California",34.1808392,-118.3089661
,TMO,Thermo Fisher Scientific,Health Care,Health Care Equipment & Services,"Waltham, Massachusetts",42.3764852,-71.2356113
,TIF,Tiffany & Co.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York, New York",40.7127837,-74.0059413
,TWX,Time Warner Inc.,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",40.7127837,-74.0059413
,TJX,TJX Companies Inc.,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",42.279286,-71.4161565
,TMK,Torchmark Corp.,Financials,Life & Health Insurance,"McKinney, Texas",33.1972465,-96.6397822
,TSS,Total System Services,Information Technology,Internet Software & Services,"Columbus, Georgia",32.4609764,-84.9877094
,TSCO,Tractor Supply Company,Consumer Discretionary,Specialty Retail,"Brentwood, Tennessee",36.0331164,-86.78277720000001
,TDG,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",41.49932,-81.6943605
,RIG,Transocean,Energy,Oil & Gas Drilling,"Vernier, Switzerland",46.2122638,6.1052686
,TRIP,TripAdvisor,Consumer Discretionary,Internet Retail,"Newton, Massachusetts",42.3370413,-71.20922139999999
,FOXA,Twenty-First Century Fox Class A,Consumer Discretionary,Publishing,"New York, New York",40.7127837,-74.0059413
,FOX,Twenty-First Century Fox Class B,Consumer Discretionary,Publishing,"New York, New York",40.7127837,-74.0059413
,TYC,Tyco International,Industrials,Industrial Conglomerates,"Schaffhausen, Switzerland",47.6958897,8.6380488
,TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",36.18674420000001,-94.1288141
,USB,U.S. Bancorp,Financials,Banks,"Minneapolis, Minnesota",44.977753,-93.2650108
,UDR,UDR Inc,Financials,Residential REITs,"Highlands Ranch, Colorado",39.5480789,-104.9739333
,ULTA,Ulta Salon Cosmetics & Fragrance Inc,Consumer Discretionary,Specialty Stores,"Bolingbrook, Illinois",41.69864159999999,-88.0683955
,UA,Under Armour,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",39.2903848,-76.6121893
,UNP,Union Pacific,Industrials,Railroads,"Omaha, Nebraska",41.2523634,-95.99798829999999
,UAL,United Continental Holdings,Industrials,Airlines,"Chicago, Illinois",41.8781136,-87.6297982
,UNH,United Health Group Inc.,Health Care,Managed Health Care,"Minnetonka, Minnesota",44.9211836,-93.4687489
,UPS,United Parcel Service,Industrials,Air Freight & Logistics,"Atlanta, Georgia",33.7489954,-84.3879824
,URI,"United Rentals, Inc.",Industrials,Trading Companies & Distributors,"Stamford, Connecticut",41.0534302,-73.5387341
,UTX,United Technologies,Industrials,Industrial Conglomerates,"Hartford, Connecticut",41.76371109999999,-72.6850932
,UHS,"Universal Health Services, Inc.",Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",40.1012856,-75.3835525
,UNM,Unum Group,Financials,Diversified Financial Services,"Chattanooga, Tennessee",35.0456297,-85.3096801
,URBN,Urban Outfitters,Consumer Discretionary,Apparel Retail,"Philadelphia, Pennsylvania",39.9525839,-75.1652215
,VFC,V.F. Corp.,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",36.0726354,-79.7919754
,VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing & Transportation,"San Antonio, Texas",29.4241219,-98.49362819999999
,VAR,Varian Medical Systems,Health Care,Health Care Equipment & Services,"Palo Alto, California",37.4418834,-122.1430195
,VTR,Ventas Inc,Financials,Diversified Financial Services,"Chicago, Illinois",41.8781136,-87.6297982
,VRSN,Verisign Inc.,Information Technology,Internet Software & Services,"Dulles, Virginia",38.9558546,-77.44781929999999
,VRSK,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",40.72815749999999,-74.0776417
,VZ,Verizon Communications,Telecommunication Services,Integrated Telecommunications Services,"New York, New York",40.7127837,-74.0059413
,VRTX,Vertex Pharmaceuticals Inc,Health Care,Biotechnology,"Cambridge, Massachusetts",42.3736158,-71.10973349999999
,VIAB,Viacom Inc.,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",40.7127837,-74.0059413
,V,Visa Inc.,Information Technology,Internet Software & Services,"San Francisco, California",37.7749295,-122.4194155
,VNO,Vornado Realty Trust,Financials,REITs,"New York, New York",40.7127837,-74.0059413
,VMC,Vulcan Materials,Materials,Construction Materials,"Birmingham, Alabama",33.5206608,-86.80248999999999
,WMT,Wal-Mart Stores,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",36.3728538,-94.2088172
,WBA,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",42.1711365,-87.8445119
,WM,Waste Management Inc.,Industrials,Environmental Services,"Houston, Texas",29.7604267,-95.3698028
,WAT,Waters Corporation,Health Care,Health Care Distributors & Services,"Milford, Massachusetts",42.1398577,-71.5163049
,WFC,Wells Fargo,Financials,Banks,"San Francisco, California",37.7749295,-122.4194155
,HCN,Welltower Inc.,Financials,REITs,"Toledo, Ohio",41.6639383,-83.55521200000001
,WDC,Western Digital,Information Technology,Computer Storage & Peripherals,"Irvine, California",33.6839473,-117.7946942
,WU,Western Union Co,Information Technology,Internet Software & Services,"Englewood, Colorado",39.6477653,-104.9877597
,WRK,Westrock Co,Materials,Paper Packaging,"Richmond, Virginia",37.5407246,-77.4360481
,WY,Weyerhaeuser Corp.,Financials,REITs,"Federal Way, Washington",47.3223221,-122.3126222
,WHR,Whirlpool Corp.,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",42.1167065,-86.45418939999999
,WFM,Whole Foods Market,Consumer Staples,Food Retail,"Austin, Texas",30.267153,-97.7430608
,WMB,Williams Cos.,Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma",36.1539816,-95.99277500000001
,WLTW,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",51.5073509,-0.1277583
,WEC,Wisconsin Energy Corporation,Utilities,Electric Utilities,"Milwaukee, Wisconsin",43.0389025,-87.9064736
,WYN,Wyndham Worldwide,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Parsippany, New Jersey",40.8652865,-74.41738769999999
,WYNN,Wynn Resorts Ltd,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",36.1699412,-115.1398296
,XEL,Xcel Energy Inc,Utilities,MultiUtilities,"Minneapolis, Minnesota",44.977753,-93.2650108
,XRX,Xerox Corp.,Information Technology,IT Consulting & Services,"Norwalk, Connecticut",41.11774399999999,-73.4081575
,XLNX,Xilinx Inc,Information Technology,Semiconductors,"San Jose, California",37.3382082,-121.8863286
,XL,XL Capital,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",32.294816,-64.781375
,XYL,Xylem Inc.,Industrials,Industrial Conglomerates,"White Plains, New York",41.03398620000001,-73.7629097
,YHOO,Yahoo Inc.,Information Technology,Internet Software & Services,"Sunnyvale, California",37.36883,-122.0363496
,YUM,Yum! Brands Inc,Consumer Discretionary,Restaurants,"Louisville, Kentucky",38.2526647,-85.7584557
,ZBH,Zimmer Biomet Holdings,Health Care,Health Care Equipment & Services,"Warsaw, Indiana",41.2381,-85.8530469
,ZION,Zions Bancorp,Financials,Banks,"Salt Lake City, Utah",40.7607793,-111.8910474
,ZTS,Zoetis,Health Care,Pharmaceuticals,"Florham Park, New Jersey",40.787878,-74.3882072
